;album;album_id;num_album;nome;letra;musicas_album;data
43;25 ;133542;3.0;I Miss You;"I want every single piece of you
I want your heaven and your oceans too
Treat me soft but touch me cruel
I wanna teach you things you never knew, baby
Bring the floor up to my knees
Let me fall into your gravity
Then kiss me back to life to see
Your body standing over me

Baby, don't let the lights go down
Baby, don't let the lights go down
Baby, don't let the lights go down
Lights go down, lights go down
Lights go down, lights go down
Down, down, down
I miss you when the lights go out
It illuminates all of my doubts
Pull me in, hold me tight, don't let go
Baby, give me light
I miss you when the lights go out
It illuminates all of my doubts
Pull me in, hold me tight, don't let go
Baby, give me light

I love the way your body moves
Towards me from across the room
Brushing past my every groove
No one has me like you do, baby
Bring your heart, I'll bring my soul
But be delicate with my ego
I wanna step into your great unknown
With you and me setting the tone

Baby, don't let the lights go down
Baby, don't let the lights go down
Baby, don't let the lights go down
Lights go down, lights go down
Lights go down, lights go down
Down, down, down";13;2015-11-20
44;25 ;133542;4.0;When We Were Young;"Everybody loves the things you do
From the way you talk to the way you move
Everybody here is watching you
'Cause you feel like home, you're like a dream come true
But if by chance you're here alone
Can I have a moment before I go?
'Cause I've been by myself all night long
Hoping you're someone I used to know

You look like a movie
You sound like a song
My God, this reminds me
Of when we were young
Let me photograph you in this light
In case it is the last time that we might
Be exactly like we were before we realised
We were sad of getting old, it made us restless
It was just like a movie
It was just like a song

I was so scared to face my fears
Nobody told me that you'd be here
And I swear you'd moved overseas
That's what you said when you left me

You still look like a movie
You still sound like a song
My God, this reminds me
Of when we were young

Let me photograph you in this light
In case it is the last time that we might
Be exactly like we were before we realised
We were sad of getting old, it made us restless
It was just like a movie
It was just like a song";13;2015-11-20
45;25 ;133542;5.0;Remedy;"I remember all of the things that I thought I wanted to be
So desperate to find a way out of my world and finally breathe
Right before my eyes I saw my heart, it came to life
This ain't easy, it's not meant to be, every story has its scars

But when the pain cuts you deep
When the night keeps you from sleeping
Just look and you will see that I will be your remedy
When the world seems so cruel
And your heart makes you feel like a fool
I promise you will see that I will be
I will be your remedy
No river is too wide or too deep for me to swim to you
Come whatever, I'll be the shelter that won't let the rain come through
Your love, it is my truth and I will always love you
Love you, oh

When the pain cuts you deep
When the night keeps you from sleeping
Just look and you will see that I will be your remedy
When the world seems so cruel
And your heart makes you feel like a fool
I promise you will see that I will be
I will be your remedy
Ohhh, ohhh
When the pain cuts you deep
When the night keeps you from sleeping
Just look and you will see that I will be, I will be
When the world seems so cruel
And your heart makes you feel like a fool
I promise you will see that I will be, I will be
I will be your remedy, mmm, mm-hmm";13;2015-11-20
46;25 ;133542;6.0;Water Under the Bridge;"If you're not the one for me
Then how come I can bring you to your knees?
If you're not the one for me
Why do I hate the idea of being free?
And if I'm not the one for you
You've gotta stop holding me the way you do
Oh honey, if I’m not the one for you
Why have we been through what we have been through?

It's so cold out here in your wilderness
I want you to be my keeper
But not if you are so reckless
If you're gonna let me down, let me down gently
Don't pretend that you don't want me
Our love ain't water under the bridge
If you're gonna let me down, let me down gently
Don't pretend that you don't want me
Our love ain't water under the bridge
Say that our love ain't water under the bridge

What are you waiting for?
You never seem to make it through the door
And who are you hiding from?
It ain't no life to live like you're on the run
Have I ever asked for much?
The only thing that I want is your love

If you're gonna let me down, let me down gently
Don't pretend that you don't want me
Our love ain't water under the bridge
If you're gonna let me down, let me down gently
Don't pretend that you don't want me
Our love ain't water under the bridge
Say that our love ain't water under the bridge";13;2015-11-20
47;25 ;133542;7.0;River Lea;"Everybody tells me it's 'bout time that I moved on
That I need to learn to lighten up and learn how to be young
But my heart is a valley, it's so shallow and manmade
I'm scared to death if I let you in that you'll see I'm just a fake
Sometimes I feel lonely in the arms of your touch
But I know that's just me 'cause nothing ever is enough
When I was a child I grew up by the River Lea
There was something in the water, now that something's in me

Oh, I can't go back, but the reeds are growing out of my fingertips
I can't go back to the river
But, it's in my roots, in my veins
In my blood and I stain every heart that I use to heal the pain
Oh, it's in my roots, in my veins
In my blood and I stain every heart that I use to heal the pain
So, I blame it on the River Lea, the River Lea, the River Lea
Yeah, I blame it on the River Lea, the River Lea, the River Lea

I should probably tell you now before it's way too late
That I never meant to hurt you or lie straight to your face
Consider this my apology, I know it's years in advance
But, I would rather say it now in case I never get the chance

No, I can't go back, but the reeds are growing out of my fingertips
I can't go back to the river

But, it's in my roots, in my veins
In my blood and I stain every heart that I use to heal the pain
Oh, it's in my roots, in my veins
In my blood and I stain every heart that I use to heal the pain
So, I blame it on the River Lea, the River Lea, the River Lea
Yeah, I blame it on the River Lea, the River Lea, the River Lea
So, I blame it on the River Lea, the River Lea, the River Lea
Yeah, I blame it on the River Lea, the River Lea, the River Lea";13;2015-11-20
48;25 ;133542;8.0;Love in the Dark;"Take your eyes off of me so I can leave
I'm far too ashamed to do it with you watching me
This is never ending, we have been here before
But I can't stay this time 'cause I don't love you anymore

Please stay where you are, don't come any closer
Don't try to change my mind, I'm being cruel to be kind

I can't love you in the dark
It feels like we're oceans apart
There is so much space between us
Baby, we're already defeated
Ah-yeah-yeah-yeah-yeah-yeah-yeah-yeah, everything changed me
You have given me something that I can't live without
You mustn't underestimate that when you are in doubt
But I don't want to carry on like everything is fine
The longer we ignore it all, the more that we will fight

Please don't fall apart, I can't face your breaking heart
I'm trying to be brave, stop asking me to stay

I can't love you in the dark
It feels like we're oceans apart
There is so much space between us
Baby, we're already defeated
Ah-yeah-yeah-yeah-yeah-yeah-yeah-yeah, everything changed me

We're not the only ones
I don't regret a thing
Every word I've said
You know I'll always mean
It is the world to me
That you are in my life
But I want to live and not just survive";13;2015-11-20
49;25 ;133542;9.0;Million Years Ago;"I only wanted to have fun
Learning to fly, learning to run
I let my heart decide the way
When I was young
Deep down, I must have always known
That this would be inevitable
To earn my stripes, I'd have to pay
And bare my soul
I know I'm not the only one
Who regrets the things they've done
Sometimes, I just feel it's only me
Who can't stand the reflection that they see
I wish I could live a little more
Look up to the sky, not just the floor
I feel like my life is flashing by
And all I can do is watch and cry
I miss the air, I miss my friends
I miss my mother, I miss it when
Life was a party to be thrown
But that was a million years ago

When I walk around all of the streets
Where I grew up and found my feet
They can't look me in the eye
It's like they're scared of me
I try to think of things to say
Like a joke or a memory
But they don't recognize me now
In the light of day

I know I'm not the only one
Who regrets the things they've done
Sometimes, I just feel it's only me
Who never became who they thought they'd be
I wish I could live a little more
Look up to the sky, not just the floor
I feel like my life is flashing by
And all I can do is watch and cry
I miss the air, I miss my friends
I miss my mother, I miss it when
Life was a party to be thrown
But that was a million years ago
A million years ago";13;2015-11-20
50;25 ;133542;10.0;All I Ask;"I will leave my heart at the door
I won't say a word
They've all been said before, you know
So why don't we just play pretend
Like we're not scared of what is coming next
Or scared of having nothing left?

Look, don't get me wrong
I know there is no tomorrow
All I ask is
If this is my last night with you
Hold me like I'm more than just a friend
Give me a memory I can use
Take me by the hand while we do
What lovers do
It matters how this ends
'Cause what if I never love again?

I don't need your honesty
It's already in your eyes
And I'm sure my eyes, they speak for me
No one knows me like you do
And since you're the only one that mattered
Tell me, who do I run to?

Look, don't get me wrong
I know there is no tomorrow
All I ask is

If this is my last night with you
Hold me like I'm more than just a friend
Give me a memory I can use
Take me by the hand while we do
What lovers do
It matters how this ends
'Cause what if I never love again?";13;2015-11-20
51;25 ;133542;11.0;Sweetest Devotion;"With your loving, there ain't nothing that I can't adore
The way I'm running with you, honey
Means we can break every law
I find it funny that you're the only one I never looked for
There is something in your loving that tears down my walls

I wasn't ready then, I'm ready now
I'm heading straight for you
You will only be eternally
The one that I belong to
The sweetest devotion
Hit me like an explosion
All of my life, I've been frozen
The sweetest devotion I know

I'll forever be whatever you want me to be
I'll go under and all over for your clarity
When you wonder if I'm gonna lose my way home
Just remember, that come whatever, I'll be yours all along

I wasn't ready then, I'm ready now
I'm heading straight for you
You will only be eternally
The one that I belong to

The sweetest devotion
Hit me like an explosion
All of my life, I've been frozen
The sweetest devotion I know

I've been looking for you, baby
In every face that I've ever known
And there is something 'bout the way you love me
That finally feels like home
You're my light, you're my darkness
You're the right kind of madness
You're my hope, you're my despair
You're my scope of everything, everywhere";13;2015-11-20
52;25 ;133542;;25 Thank You Letter;"Thank you for the time I've been given
Thank you to everybody for your love and kindness, for your honesty and persuasion
Thank you for telling me how it is but entertaining what I wanted it to be
Thank you for listening and for letting me into your lives again
Love Adele x";13;2015-11-20
53;25 ;133542;;25 [Booklet];;13;2015-11-20
54;Live at the Royal Albert Hall;370533;1.0;Hometown Glory;"I've been walking in the same way as I did
Missing out the cracks in the pavement
And tutting my heel and strutting my feet
""Is there anything I can do for you dear?""
""Is there anyone I could call?""
""No and thank you, please madame
I ain't lost, just wandering""

'Round my hometown
Memories are fresh
'Round my hometown
Ooh, the people I've met
Are the wonders of my world
Are the wonders of my world
Are the wonders of this world
Are the wonders now
I like it in the city
When the air is so thick and opaque
I love it to see everybody in short skirts, shorts and shades
I like it in the city when two worlds collide
You get the people and the government
Everybody taking different sides

Shows that we ain't gonna stand shit
Shows that we are united
Shows that we ain't gonna take it
Shows that we ain't gonna stand shit
Shows that we are united

'Round my hometown
Memories are fresh
'Round my hometown
Ooh, the people I've met, yeah

Doo-da-da-da-da-da-da-da-dah, yeah
Doo-da-da-da-da-da-da-da-dah, yeah
Doo-doo-doo-doo ooh-ooh yeah
Yeah, yeah-ey
Are the wonders of my world
Are the wonders of my world
Are the wonders of this world
Are the wonders of my world
Of my world
Yeah, of my world
Of my world, yeah";17;2007-10-22
55;Live at the Royal Albert Hall;370533;2.0;I’ll Be Waiting;"Hold me closer one more time
Say that you love me in your last goodbye
Please forgive me for my sins
Yes, I swam dirty waters but you pushed me in
I've seen your face under every sky
Over every border and on every line
You know my heart more than I do
We were the greatest, me and you

But we had time against us and miles between us
The heavens cried, I know I left you speechless
But now the sky has cleared and it's blue
And I see my future in you
I'll be waiting for you when you're ready to love me again
I'll put my hands up
I'll do everything different, I'll be better to you
I'll be waiting for you when you're ready to love me again
I'll put my hands up
I'll be somebody different, I'll be better to you

Let me stay here for just one more night
Build your walls around me and pull me to the light
So I can tell you that I was wrong
I was a child then but now I'm willing to learn

But we had time against us and miles between us
The heavens cried, I know I left you speechless
But now the sky has cleared and it's blue
And I see my future in you

I'll be waiting for you when you're ready to love me again
I'll put my hands up
I'll do everything different, I'll be better to you
I'll be waiting for you when you're ready to love me again
I'll put my hands up
I'll be somebody different, I'll be better to you";17;2011-01-24
56;Live at the Royal Albert Hall;370533;3.0;Don’t You Remember;"When will I see you again?
You left with no goodbye, not a single word was said
No final kiss to seal any sins
I had no idea of the state we were in

I know I have a fickle heart and a bitterness
And a wandering eye, and a heaviness in my head

But don't you remember?
Don't you remember?
The reason you loved me before
Baby, please remember me once more
When was the last time that you thought of me?
Or have you completely erased me from your memory?
I often think about where I went wrong
The more I do, the less I know

But I know I have a fickle heart and a bitterness
And a wandering eye, and a heaviness in my head

But don't you remember?
Don't you remember?
The reason you loved me before
Baby, please remember me once more

Gave you the space so you could breathe
I kept my distance so you would be free
In hope that you'd find the missing piece
To bring you back to me

Why don't you remember?
Don't you remember?
The reason you loved me before
Baby, please remember me once more";17;2011-01-24
57;Live at the Royal Albert Hall;370533;4.0;Turning Tables;"Close enough to start a war
All that I have is on the floor
God only knows what we're fighting for
All that I say, you always say more

I can't keep up with your turning tables
Under your thumb, I can't breathe

So I won't let you close enough to hurt me
No, I won't rescue you to just desert me
I can't give you the heart you think you gave me
It's time to say goodbye to turning tables
To turning tables
Under haunted skies, I see you, ooh
Where love is lost, your ghost is found
I braved a hundred storms to leave you
As hard as you try, no, I will never be knocked down

I can't keep up with your turning tables
Under your thumb, I can't breathe

So I won't let you close enough to hurt me
No, I won't rescue you to just desert me
I can't give you the heart you think you gave me
It's time to say goodbye to turning tables
Turning tables

Next time, I'll be braver
I'll be my own saviour
When the thunder calls for me
Next time, I'll be braver
I'll be my own saviour
Standing on my own two feet

I won't let you close enough to hurt me
No, I won't rescue you to just desert me
I can't give you the heart you think you gave me
It's time to say goodbye to turning tables
To turning tables
Turning tables, yeah
Turn, no, no-oh, mmm";17;2011-01-24
58;Live at the Royal Albert Hall;370533;5.0;Set Fire to the Rain;"I let it fall, my heart
And as it fell, you rose to claim it
It was dark, and I was over
Until you kissed my lips and you saved me
My hands, they were strong
But my knees were far too weak
To stand in your arms
Without falling to your feet
But there's a side to you
That I never knew, never knew
All the things you'd say
They were never true, never true
And the games you'd play
You would always win, always win

But I set fire to the rain
Watched it pour as I touched your face
Well, it burned while I cried
'Cause I heard it screamin' out your name
Your name

When I lay with you
I could stay there, close my eyes
Feel you here forever
You and me together, nothing is better

'Cause there's a side to you
That I never knew, never knew
All the things you'd say
They were never true, never true
And the games you'd play
You would always win, always win";17;2011-01-24
59;Live at the Royal Albert Hall;370533;6.0;If It Hadn’t Been for Love;"Never would've hitchhiked to Birmingham
If it hadn't been for love
Never would've caught the train to Louisiana
If it hadn't been for love
Never would've run through the blindin' rain
Without one dollar to my name
If it hadn't been
If it hadn't been for love
Never would've seen the trouble that I'm in
If it hadn't been for love
Would've been gone like a wayward wind
If it hadn't been for love
Nobody knows it better than me
I wouldn't be wishing I was free
If it hadn't been
If it hadn't been for love
Four cold walls against my will
At least I know he's lying still
Four cold walls without parole
Lord have mercy on my soul

Never would've gone to that side of town
If it hadn't been for love
Never would've took a mind to track him down
If it hadn't been for love
Never would've loaded up a forty-four
And put myself behind a jailhouse door
If it hadn't been
If it hadn't been for love

Four cold walls against my will
At least I know he's lying still
Four cold walls without parole
Lord have mercy on my soul

Never would've hitchhiked to Birmingham
If it hadn't been for love
Never would've caught the train to Louisiana
If it hadn't been for love
Never would've loaded up a forty-four
Put myself behind a jailhouse door
If it hadn't been
If it hadn't been for love";17;2011-01-24
60;Live at the Royal Albert Hall;370533;7.0;My Same;"Aye, aye, aye-aye
Aye, aye, aye-aye
Aye, aye, aye-aye
Aye, aye, aye-aye

You said I'm stubborn and I never give in
I think you're stubborn 'cept you're always softening
You say I'm selfish, I agree with you on that
I think you're giving nothing way too much, in fact
I say we've only known each other a year
You say, ""*Pfft*, I've known you longer, my dear""
You like to be so close, I like to be alone
I like to sit on chairs and you prefer the floor
Walking with each other, think we'll never match at all
But we do, but we do, do-do-do
But we do, but we do, do-do-do, do-do-do-do
I thought I knew myself, somehow you know me more
I've never known this, never before
You're the first to make up whenever we argue
I don't know who I'd be if I didn't know you
You're so provocative, I'm so conservative
You're so adventurous, I'm so very cautious, combining
You'd think we wouldn't, we do, but we do, do-do-do
But we do, but we do, do-do-do, do-do-do-do

Aye, aye, aye-aye
Aye, aye, aye-aye
Your, your-your, your
Your, your-your, your...
Favoritism ain't my thing but
In this situation, I'll be glad
Favoritism ain't my thing but
In this situation, I'll be glad to make an exception (Woah, oh)

You said I'm stubborn and I never give in
I think you're stubborn 'cept you're always softening
You say I'm selfish, I agree with you on that
I think you're giving nothing way too much, in fact
I say we've only known each other a year
You say, ""*Pfft*, I've known you longer, my dear""
You like to be so close, I like to be alone
I like to sit on chairs and you prefer the floor
Walking with each other, think we'll never match at all
But we do";17;2008-01-28
61;Live at the Royal Albert Hall;370533;8.0;Take It All;"Didn't I give it all? Tried my best
Gave you everything I had, everything and no less
Didn't I do it right? Did I let you down?
Maybe you got too used to, well, having me around
Still, how can you walk away from all my tears?
It's gonna be an empty road without me right here

But go on and take it (Take it)
Take it all with you
Don't look back (Don't look back)
At this crumbling fool
Just take it all with my love
Take it all with my love
Maybe I should leave to help you see
Nothing gets better than this
And this is everything we need
So is it over? Is this really it?
You're giving up so easily
I thought you loved me more than this

But go on, go on and take it (Take it)
Take it all with you
Don't look back (Don't look back)
At this crumbling fool
Just take it all with my love
Take it all with my love

I will change if I must
Slow it down and bring it home, I will adjust
Oh, if only, if only you knew
That everything I do is for you

But go on, go on and take it (Take it)
Take it all with you
Don't look back (Don't look back)
At this crumbling fool
Just take it (Take it)
Take it all with you
Don't look back (Don't look back)
At this crumbling fool
Just take it all with my love
Take it all with my love
Take it all with my love";17;2011-01-24
62;Live at the Royal Albert Hall;370533;9.0;Rumour Has It;"Ooh, ooh, ooh, ooh

She, she ain't real
She ain't gon' be able to love you like I will
She is a stranger
You and I have history, or don't you remember?
Sure, she's got it all
But baby, is that really what you want?
Bless your soul, you've got your head in the clouds
She made a fool out of you and, boy, she's bringin' you down
She made your heart melt, but you're cold to the core
Now rumour has it, she ain't got your love anymore

Rumour has it (Rumour)
Rumour has it (Rumour)
Rumour has it (Rumour)
Rumour has it (Rumour)
Rumour has it (Rumour)
Rumour has it (Rumour)
Rumour has it (Rumour)
Rumour has it (Rumour)

She is half your age
But I'm guessin' that's the reason that you strayed
I heard you've been missin' me
You've been tellin' people things you shouldn't be
Like when we creep out when she ain't around
Haven't you heard the rumours? (Bless your soul)

Bless your soul, you've got your head in the clouds
You made a fool out of me and, boy, you're bringin' me down
You made my heart melt, yet I'm cold to the core
But rumour has it, I'm the one you're leaving her for";17;2011-01-24
63;Live at the Royal Albert Hall;370533;10.0;Right as Rain (Live at the Royal Albert Hall);"Who wants to be right as rain?
It's better when something is wrong
You get excitement in your bones
And everything you do's a game
When night comes, and you're on your own
You can say, ""I chose to be alone""
Who wants to be right as rain?
It's harder when you're on top

'Cause when hard work don't pay off and I'm tired
There ain't no room in my bed, as far as I'm concerned
So wipe that dirty smile off
We won't be making up, I've cried my heart out
And now I've had enough of love
Oh, yeah
And who wants to be riding high
When you'll just crumble back on down?
You give up everything you are
And even then, you don't get far
They make believe that everything
Is exactly what it seems
But at least when you're at your worst
You know how to feel things

See, when hard work don't pay off and I'm tired
There ain't no room in my bed, as far as I'm concerned
So wipe that dirty smile off
We won't be making up, I've cried my heart out
And now, I've had enough of (love)

Go ahead and steal my heart to make me cry again
'Cause it will never hurt as much it did then
When we were both right, and no one had blame
But now, I give up on this endless game

No room in my bed, as far as I'm concerned
So wipe that dirty smile off
We won't be making up, I've cried my heart out
And now, I've had enough of love";17;2011-11-25
64;Live at the Royal Albert Hall;370533;11.0;One and Only (Live at the Royal Albert Hall);"You've been on my mind
I grow fonder every day
Lose myself in time
Just thinking of your face
God only knows
Why it's taken me so long
To let my doubts go
You're the only one that I wanted

I don't know why I'm scared
‘Cause I've been here before
With every feeling, every word
I've imagined it all
You'll never know if you never try
To forgive your past and simply be mine
I dare you to let me be your
Your one and only
I promise I'm worthy
To hold in your arms
So come on and give me the chance
To prove I am the one who can
Walk that mile
Until the end starts

Have I been on your mind?
Do you hang on every word I say?
Lose yourself in time
At the mention of my name?
Will I ever know
How it feels to hold you close?
And have you tell me
Whichever road I choose, you'll go

I don't know why I'm scared
'Cause we've been here before
With every feeling, every word
I've imagined it all
You'll never know if you never try
To forgive my past and simply be mine";17;2011-11-25
65;Live at the Royal Albert Hall;370533;12.0;Lovesong;"Whenever I'm alone with you
You make me feel like I am home again
Whenever I'm alone with you
You make me feel like I am whole again

Whenever I'm alone with you
You make me feel like I am young again
Whenever I'm alone with you
You make me feel like I am fun again
However far away, I will always love you
However long I stay, I will always love you
Whatever words I say, I will always love you
I will always love you

Whenever I'm alone with you
You make me feel like I am free again
Whenever I'm alone with you
You make me feel like I am clean again

However far away, I will always love you
However long I stay, I will always love you
Whatever words I say, I will always love you
I will always love you
However far away, I will always love you
However long I stay, I will always love you
Whatever words I say, I will always love you
I'll always love you

I'll always love you
'Cause I love you
Love, love";17;2011-01-24
66;Live at the Royal Albert Hall;370533;13.0;Chasing Pavements;"I've made up my mind
Don't need to think it over
If I'm wrong, I am right
Don't need to look no further
This ain't lust, I know this is love, but
If I tell the world, I'll never say enough
'Cause it was not said to you
And that's exactly what I need to do if I end up with you

Should I give up or should I just keep chasing pavements
Even if it leads nowhere?
Or would it be a waste, even if I knew my place?
Should I leave it there?
Should I give up or should I just keep chasing pavements
Even if it leads nowhere?
I build myself up and fly around in circles
Waiting as my heart drops
And my back begins to tingle
Finally, could this be it, or?

Should I give up or should I just keep chasing pavements
Even if it leads nowhere?
Or would it be a waste, even if I knew my place?
Should I leave it there?
Should I give up or should I just keep chasing pavements
Even if it leads nowhere? Yeah

Should I give up or should I just keep chasing pavements
Even if it leads nowhere?
Or would it be a waste, even if I knew my place?
Should I leave it there?
Should I give up or should I just keep on chasing pavements?
Should I just keep on chasing pavements?
Oh-oh

Should I give up or should I just keep chasing pavements
Even if it leads nowhere?
Or would it be a waste, even if I knew my place?
Should I leave it there?
Should I give up or should I just keep chasing pavements
Even if it leads nowhere?";17;2008-01-14
67;Live at the Royal Albert Hall;370533;14.0;I Can’t Make You Love Me (Live at the Royal Albert Hall);"Turn down the lights
Turn down the bed
Turn down these voices inside my head
Lay down with me
Tell me no lies
Just hold me close
Don't patronise
Don't patronise me
'Cause I can't make you love me if you don't
You can't make your heart feel somethin' that it won't
And here in the dark, these final hours
I will lay down my heart, I will feel the power
But you won't, no you won't
'Cause I can't make you love me when you don't
When you don't, yeah
I close my eyes
'Cause then I don't see
The love you don't feel when you're home with me
Morning will come
And I'll do what's right
Just give me 'til then to give up this fight
And I will give up this fight
'Cause I can't make you love me if you don't
You can't make your heart feel somethin' that it won't
And here in the dark, these final hours
I will lay down my heart, I will feel the power
But you won't, no you won't
'Cause I can't make you love me when you don't
When you don't, you
When you don't, yeah";17;2011-11-25
68;Live at the Royal Albert Hall;370533;15.0;Make You Feel My Love;"When the rain is blowing in your face
And the whole world is on your case
I could offer you a warm embrace
To make you feel my love

When the evening shadows and the stars appear
And there is no one there to dry your tears
I could hold you for a million years
To make you feel my love
I know you haven't made your mind up yet
But I will never do you wrong
I've known it from the moment that we met
No doubt in my mind where you belong

I'd go hungry, I'd go black and blue
I'd go crawling down the avenue
Know there's nothing that I wouldn't do
To make you feel my love


The storms are raging on the rollin' sea
And on the highway of regret
The winds of change are blowing wild and free
You ain't seen nothing like me yet

I could make you happy, make your dreams come true
Nothing that I wouldn't do
Go to the ends of the earth for you
To make you feel my love
To make you feel my love";17;2008-01-28
69;Live at the Royal Albert Hall;370533;16.0;Someone Like You;"I heard that you're settled down
That you found a girl and you're married now
I heard that your dreams came true
Guess she gave you things I didn't give to you
Old friend, why are you so shy?
Ain't like you to hold back or hide from the light

I hate to turn up out of the blue, uninvited
But I couldn't stay away, I couldn't fight it
I had hoped you'd see my face
And that you'd be reminded that for me, it isn't over
Never mind, I'll find someone like you
I wish nothing but the best for you, too
Don't forget me, I beg
I remember you said
Sometimes it lasts in love, but sometimes it hurts instead
Sometimes it lasts in love, but sometimes it hurts instead

You know how the time flies
Only yesterday was the time of our lives
We were born and raised in a summer haze
Bound by the surprise of our glory days

I hate to turn up out of the blue, uninvited
But I couldn't stay away, I couldn't fight it
I had hoped you'd see my face
And that you'd be reminded that for me, it isn't over

Never mind, I'll find someone like you
I wish nothing but the best for you, too
Don't forget me, I beg
I remember you said
Sometimes it lasts in love, but sometimes it hurts instead";17;2011-01-24
70;Live at the Royal Albert Hall;370533;17.0;Rolling in the Deep;"There's a fire starting in my heart
Reaching a fever pitch and it's bringing me out the dark
Finally, I can see you crystal clear
Go ahead and sell me out and I'll lay your shit bare
See how I'll leave with every piece of you
Don't underestimate the things that I will do
There's a fire starting in my heart
Reaching a fever pitch, and it's bringing me out the dark

The scars of your love remind me of us
They keep me thinkin' that we almost had it all
The scars of your love, they leave me breathless
I can't help feeling
We could've had it all (You're gonna wish you never had met me)
Rolling in the deep (Tears are gonna fall, rolling in the deep)
You had my heart inside of your hand (You're gonna wish you never had met me)
And you played it to the beat (Tears are gonna fall, rolling in the deep)

Baby, I have no story to be told
But I've heard one on you, now I'm gonna make your head burn
Think of me in the depths of your despair
Make a home down there, as mine sure won't be shared

(You're gonna wish you never had met me) The scars of your love remind me of us
(Tears are gonna fall, rolling in the deep) They keep me thinkin' that we almost had it all
(You're gonna wish you never had met me) The scars of your love, they leave me breathless
(Tears are gonna fall, rolling in the deep) I can't help feeling

We could've had it all (You're gonna wish you never had met me)
Rolling in the deep (Tears are gonna fall, rolling in the deep)
You had my heart inside of your hand (You're gonna wish you never had met me)
And you played it to the beat (Tears are gonna fall, rolling in the deep)
Could've had it all
Rolling in the deep
You had my heart inside of your hand
But you played it with a beating";17;2010-11-29
71;21 (Taiwan Special Edition);847049;1.0;Rolling in the Deep;"There's a fire starting in my heart
Reaching a fever pitch and it's bringing me out the dark
Finally, I can see you crystal clear
Go ahead and sell me out and I'll lay your shit bare
See how I'll leave with every piece of you
Don't underestimate the things that I will do
There's a fire starting in my heart
Reaching a fever pitch, and it's bringing me out the dark

The scars of your love remind me of us
They keep me thinkin' that we almost had it all
The scars of your love, they leave me breathless
I can't help feeling
We could've had it all (You're gonna wish you never had met me)
Rolling in the deep (Tears are gonna fall, rolling in the deep)
You had my heart inside of your hand (You're gonna wish you never had met me)
And you played it to the beat (Tears are gonna fall, rolling in the deep)

Baby, I have no story to be told
But I've heard one on you, now I'm gonna make your head burn
Think of me in the depths of your despair
Make a home down there, as mine sure won't be shared

(You're gonna wish you never had met me) The scars of your love remind me of us
(Tears are gonna fall, rolling in the deep) They keep me thinkin' that we almost had it all
(You're gonna wish you never had met me) The scars of your love, they leave me breathless
(Tears are gonna fall, rolling in the deep) I can't help feeling

We could've had it all (You're gonna wish you never had met me)
Rolling in the deep (Tears are gonna fall, rolling in the deep)
You had my heart inside of your hand (You're gonna wish you never had met me)
And you played it to the beat (Tears are gonna fall, rolling in the deep)
Could've had it all
Rolling in the deep
You had my heart inside of your hand
But you played it with a beating";13;2010-11-29
72;21 (Taiwan Special Edition);847049;2.0;Rumour Has It;"Ooh, ooh, ooh, ooh

She, she ain't real
She ain't gon' be able to love you like I will
She is a stranger
You and I have history, or don't you remember?
Sure, she's got it all
But baby, is that really what you want?
Bless your soul, you've got your head in the clouds
She made a fool out of you and, boy, she's bringin' you down
She made your heart melt, but you're cold to the core
Now rumour has it, she ain't got your love anymore

Rumour has it (Rumour)
Rumour has it (Rumour)
Rumour has it (Rumour)
Rumour has it (Rumour)
Rumour has it (Rumour)
Rumour has it (Rumour)
Rumour has it (Rumour)
Rumour has it (Rumour)

She is half your age
But I'm guessin' that's the reason that you strayed
I heard you've been missin' me
You've been tellin' people things you shouldn't be
Like when we creep out when she ain't around
Haven't you heard the rumours? (Bless your soul)

Bless your soul, you've got your head in the clouds
You made a fool out of me and, boy, you're bringin' me down
You made my heart melt, yet I'm cold to the core
But rumour has it, I'm the one you're leaving her for";13;2011-01-24
73;21 (Taiwan Special Edition);847049;3.0;Turning Tables;"Close enough to start a war
All that I have is on the floor
God only knows what we're fighting for
All that I say, you always say more

I can't keep up with your turning tables
Under your thumb, I can't breathe

So I won't let you close enough to hurt me
No, I won't rescue you to just desert me
I can't give you the heart you think you gave me
It's time to say goodbye to turning tables
To turning tables
Under haunted skies, I see you, ooh
Where love is lost, your ghost is found
I braved a hundred storms to leave you
As hard as you try, no, I will never be knocked down

I can't keep up with your turning tables
Under your thumb, I can't breathe

So I won't let you close enough to hurt me
No, I won't rescue you to just desert me
I can't give you the heart you think you gave me
It's time to say goodbye to turning tables
Turning tables

Next time, I'll be braver
I'll be my own saviour
When the thunder calls for me
Next time, I'll be braver
I'll be my own saviour
Standing on my own two feet

I won't let you close enough to hurt me
No, I won't rescue you to just desert me
I can't give you the heart you think you gave me
It's time to say goodbye to turning tables
To turning tables
Turning tables, yeah
Turn, no, no-oh, mmm";13;2011-01-24
