;album;album_id;num_album;nome;letra;musicas_album;data
108;21 + Instrumentals (CDr Promo);847022;4.0;Don’t You Remember;"When will I see you again?
You left with no goodbye, not a single word was said
No final kiss to seal any sins
I had no idea of the state we were in

I know I have a fickle heart and a bitterness
And a wandering eye, and a heaviness in my head

But don't you remember?
Don't you remember?
The reason you loved me before
Baby, please remember me once more
When was the last time that you thought of me?
Or have you completely erased me from your memory?
I often think about where I went wrong
The more I do, the less I know

But I know I have a fickle heart and a bitterness
And a wandering eye, and a heaviness in my head

But don't you remember?
Don't you remember?
The reason you loved me before
Baby, please remember me once more

Gave you the space so you could breathe
I kept my distance so you would be free
In hope that you'd find the missing piece
To bring you back to me

Why don't you remember?
Don't you remember?
The reason you loved me before
Baby, please remember me once more";17;2011-01-24
109;21 + Instrumentals (CDr Promo);847022;5.0;Set Fire to the Rain;"I let it fall, my heart
And as it fell, you rose to claim it
It was dark, and I was over
Until you kissed my lips and you saved me
My hands, they were strong
But my knees were far too weak
To stand in your arms
Without falling to your feet
But there's a side to you
That I never knew, never knew
All the things you'd say
They were never true, never true
And the games you'd play
You would always win, always win

But I set fire to the rain
Watched it pour as I touched your face
Well, it burned while I cried
'Cause I heard it screamin' out your name
Your name

When I lay with you
I could stay there, close my eyes
Feel you here forever
You and me together, nothing is better

'Cause there's a side to you
That I never knew, never knew
All the things you'd say
They were never true, never true
And the games you'd play
You would always win, always win";17;2011-01-24
110;21 + Instrumentals (CDr Promo);847022;6.0;He Won’t Go;"Some say I'll be better without you
But they don't know you like I do
Or at least the sides I thought I knew
I can't bear this time
It drags on as I lose my mind
Reminded by things I find
Like notes and clothes you left behind
Wake me up, wake me up when all is done
I won't rise until this battle's won
My dignity's become undone
But I won't go
I can't do it on my own
If this ain't love, then what is?
I'm willing to take the risk
I won't go
I can't do it on my own
If this ain't love, then what is?
I'm willing to take the risk

So petrified, I'm so scared to step into this ride
What if I lose my heart and fail the climb?
I won't forgive me if I give up trying
I heard his voice today
I didn't know a single word he said
Not one resemblance to the man I met
Just a vague and broken boy instead

But I won't go
I can't do it on my own
If this ain't love, then what is?
I'm willing to take the risk
I won't go
I can't do it on my own
If this ain't love, then what is?
I, I'm willing to take the risk";17;2011-01-24
111;21 + Instrumentals (CDr Promo);847022;7.0;Take It All;"Didn't I give it all? Tried my best
Gave you everything I had, everything and no less
Didn't I do it right? Did I let you down?
Maybe you got too used to, well, having me around
Still, how can you walk away from all my tears?
It's gonna be an empty road without me right here

But go on and take it (Take it)
Take it all with you
Don't look back (Don't look back)
At this crumbling fool
Just take it all with my love
Take it all with my love
Maybe I should leave to help you see
Nothing gets better than this
And this is everything we need
So is it over? Is this really it?
You're giving up so easily
I thought you loved me more than this

But go on, go on and take it (Take it)
Take it all with you
Don't look back (Don't look back)
At this crumbling fool
Just take it all with my love
Take it all with my love

I will change if I must
Slow it down and bring it home, I will adjust
Oh, if only, if only you knew
That everything I do is for you

But go on, go on and take it (Take it)
Take it all with you
Don't look back (Don't look back)
At this crumbling fool
Just take it (Take it)
Take it all with you
Don't look back (Don't look back)
At this crumbling fool
Just take it all with my love
Take it all with my love
Take it all with my love";17;2011-01-24
112;21 + Instrumentals (CDr Promo);847022;8.0;I’ll Be Waiting;"Hold me closer one more time
Say that you love me in your last goodbye
Please forgive me for my sins
Yes, I swam dirty waters but you pushed me in
I've seen your face under every sky
Over every border and on every line
You know my heart more than I do
We were the greatest, me and you

But we had time against us and miles between us
The heavens cried, I know I left you speechless
But now the sky has cleared and it's blue
And I see my future in you
I'll be waiting for you when you're ready to love me again
I'll put my hands up
I'll do everything different, I'll be better to you
I'll be waiting for you when you're ready to love me again
I'll put my hands up
I'll be somebody different, I'll be better to you

Let me stay here for just one more night
Build your walls around me and pull me to the light
So I can tell you that I was wrong
I was a child then but now I'm willing to learn

But we had time against us and miles between us
The heavens cried, I know I left you speechless
But now the sky has cleared and it's blue
And I see my future in you

I'll be waiting for you when you're ready to love me again
I'll put my hands up
I'll do everything different, I'll be better to you
I'll be waiting for you when you're ready to love me again
I'll put my hands up
I'll be somebody different, I'll be better to you";17;2011-01-24
113;21 + Instrumentals (CDr Promo);847022;9.0;One and Only;"You've been on my mind
I grow fonder every day
Lose myself in time
Just thinking of your face
God only knows
Why it's taken me so long
To let my doubts go
You're the only one that I want

I don't know why I'm scared
I've been here before
Every feeling, every word
I've imagined it all
You'll never know if you never try
To forgive your past and simply be mine
I dare you to let me be your
Your one and only
Promise I'm worthy
To hold in your arms
So come on and give me the chance
To prove I am the one who can
Walk that mile
Until the end starts

Have I been on your mind?
You hang on every word I say
Lose yourself in time
At the mention of my name?
Will I ever know
How it feels to hold you close?
And have you tell me
Whichever road I choose, you'll go

I don't know why I'm scared
'Cause I've been here before
Every feeling, every word
I've imagined it all
You'll never know if you never try
To forgive your past and simply be mine";17;2011-01-24
114;21 + Instrumentals (CDr Promo);847022;10.0;Lovesong;"Whenever I'm alone with you
You make me feel like I am home again
Whenever I'm alone with you
You make me feel like I am whole again

Whenever I'm alone with you
You make me feel like I am young again
Whenever I'm alone with you
You make me feel like I am fun again
However far away, I will always love you
However long I stay, I will always love you
Whatever words I say, I will always love you
I will always love you

Whenever I'm alone with you
You make me feel like I am free again
Whenever I'm alone with you
You make me feel like I am clean again

However far away, I will always love you
However long I stay, I will always love you
Whatever words I say, I will always love you
I will always love you
However far away, I will always love you
However long I stay, I will always love you
Whatever words I say, I will always love you
I'll always love you

I'll always love you
'Cause I love you
Love, love";17;2011-01-24
115;21 + Instrumentals (CDr Promo);847022;11.0;Someone Like You;"I heard that you're settled down
That you found a girl and you're married now
I heard that your dreams came true
Guess she gave you things I didn't give to you
Old friend, why are you so shy?
Ain't like you to hold back or hide from the light

I hate to turn up out of the blue, uninvited
But I couldn't stay away, I couldn't fight it
I had hoped you'd see my face
And that you'd be reminded that for me, it isn't over
Never mind, I'll find someone like you
I wish nothing but the best for you, too
Don't forget me, I beg
I remember you said
Sometimes it lasts in love, but sometimes it hurts instead
Sometimes it lasts in love, but sometimes it hurts instead

You know how the time flies
Only yesterday was the time of our lives
We were born and raised in a summer haze
Bound by the surprise of our glory days

I hate to turn up out of the blue, uninvited
But I couldn't stay away, I couldn't fight it
I had hoped you'd see my face
And that you'd be reminded that for me, it isn't over

Never mind, I'll find someone like you
I wish nothing but the best for you, too
Don't forget me, I beg
I remember you said
Sometimes it lasts in love, but sometimes it hurts instead";17;2011-01-24
116;21 + Instrumentals (CDr Promo);847022;12.0;If It Hadn’t Been for Love;"Never would've hitchhiked to Birmingham
If it hadn't been for love
Never would've caught the train to Louisiana
If it hadn't been for love
Never would've run through the blindin' rain
Without one dollar to my name
If it hadn't been
If it hadn't been for love
Never would've seen the trouble that I'm in
If it hadn't been for love
Would've been gone like a wayward wind
If it hadn't been for love
Nobody knows it better than me
I wouldn't be wishing I was free
If it hadn't been
If it hadn't been for love
Four cold walls against my will
At least I know he's lying still
Four cold walls without parole
Lord have mercy on my soul

Never would've gone to that side of town
If it hadn't been for love
Never would've took a mind to track him down
If it hadn't been for love
Never would've loaded up a forty-four
And put myself behind a jailhouse door
If it hadn't been
If it hadn't been for love

Four cold walls against my will
At least I know he's lying still
Four cold walls without parole
Lord have mercy on my soul

Never would've hitchhiked to Birmingham
If it hadn't been for love
Never would've caught the train to Louisiana
If it hadn't been for love
Never would've loaded up a forty-four
Put myself behind a jailhouse door
If it hadn't been
If it hadn't been for love";17;2011-01-24
117;21 + Instrumentals (CDr Promo);847022;13.0;Rolling In The Deep (Instrumental);;17;2011-01-20
118;21 + Instrumentals (CDr Promo);847022;14.0;Rumour Has It (Instrumental);;17;2011-01-20
119;21 + Instrumentals (CDr Promo);847022;15.0;Lovesong (Instrumental);;17;2011-01-20
120;21 + Instrumentals (CDr Promo);847022;16.0;Someone Like You (Instrumental);;17;2011-01-20
121;21 + Instrumentals (CDr Promo);847022;17.0;Don’t You Remember (Instrumental);;17;2011-01-20
122;21;11093;1.0;Rolling in the Deep;"There's a fire starting in my heart
Reaching a fever pitch and it's bringing me out the dark
Finally, I can see you crystal clear
Go ahead and sell me out and I'll lay your shit bare
See how I'll leave with every piece of you
Don't underestimate the things that I will do
There's a fire starting in my heart
Reaching a fever pitch, and it's bringing me out the dark

The scars of your love remind me of us
They keep me thinkin' that we almost had it all
The scars of your love, they leave me breathless
I can't help feeling
We could've had it all (You're gonna wish you never had met me)
Rolling in the deep (Tears are gonna fall, rolling in the deep)
You had my heart inside of your hand (You're gonna wish you never had met me)
And you played it to the beat (Tears are gonna fall, rolling in the deep)

Baby, I have no story to be told
But I've heard one on you, now I'm gonna make your head burn
Think of me in the depths of your despair
Make a home down there, as mine sure won't be shared

(You're gonna wish you never had met me) The scars of your love remind me of us
(Tears are gonna fall, rolling in the deep) They keep me thinkin' that we almost had it all
(You're gonna wish you never had met me) The scars of your love, they leave me breathless
(Tears are gonna fall, rolling in the deep) I can't help feeling

We could've had it all (You're gonna wish you never had met me)
Rolling in the deep (Tears are gonna fall, rolling in the deep)
You had my heart inside of your hand (You're gonna wish you never had met me)
And you played it to the beat (Tears are gonna fall, rolling in the deep)
Could've had it all
Rolling in the deep
You had my heart inside of your hand
But you played it with a beating";12;2010-11-29
123;21;11093;2.0;Rumour Has It;"Ooh, ooh, ooh, ooh

She, she ain't real
She ain't gon' be able to love you like I will
She is a stranger
You and I have history, or don't you remember?
Sure, she's got it all
But baby, is that really what you want?
Bless your soul, you've got your head in the clouds
She made a fool out of you and, boy, she's bringin' you down
She made your heart melt, but you're cold to the core
Now rumour has it, she ain't got your love anymore

Rumour has it (Rumour)
Rumour has it (Rumour)
Rumour has it (Rumour)
Rumour has it (Rumour)
Rumour has it (Rumour)
Rumour has it (Rumour)
Rumour has it (Rumour)
Rumour has it (Rumour)

She is half your age
But I'm guessin' that's the reason that you strayed
I heard you've been missin' me
You've been tellin' people things you shouldn't be
Like when we creep out when she ain't around
Haven't you heard the rumours? (Bless your soul)

Bless your soul, you've got your head in the clouds
You made a fool out of me and, boy, you're bringin' me down
You made my heart melt, yet I'm cold to the core
But rumour has it, I'm the one you're leaving her for";12;2011-01-24
124;21;11093;3.0;Turning Tables;"Close enough to start a war
All that I have is on the floor
God only knows what we're fighting for
All that I say, you always say more

I can't keep up with your turning tables
Under your thumb, I can't breathe

So I won't let you close enough to hurt me
No, I won't rescue you to just desert me
I can't give you the heart you think you gave me
It's time to say goodbye to turning tables
To turning tables
Under haunted skies, I see you, ooh
Where love is lost, your ghost is found
I braved a hundred storms to leave you
As hard as you try, no, I will never be knocked down

I can't keep up with your turning tables
Under your thumb, I can't breathe

So I won't let you close enough to hurt me
No, I won't rescue you to just desert me
I can't give you the heart you think you gave me
It's time to say goodbye to turning tables
Turning tables

Next time, I'll be braver
I'll be my own saviour
When the thunder calls for me
Next time, I'll be braver
I'll be my own saviour
Standing on my own two feet

I won't let you close enough to hurt me
No, I won't rescue you to just desert me
I can't give you the heart you think you gave me
It's time to say goodbye to turning tables
To turning tables
Turning tables, yeah
Turn, no, no-oh, mmm";12;2011-01-24
125;21;11093;4.0;Don’t You Remember;"When will I see you again?
You left with no goodbye, not a single word was said
No final kiss to seal any sins
I had no idea of the state we were in

I know I have a fickle heart and a bitterness
And a wandering eye, and a heaviness in my head

But don't you remember?
Don't you remember?
The reason you loved me before
Baby, please remember me once more
When was the last time that you thought of me?
Or have you completely erased me from your memory?
I often think about where I went wrong
The more I do, the less I know

But I know I have a fickle heart and a bitterness
And a wandering eye, and a heaviness in my head

But don't you remember?
Don't you remember?
The reason you loved me before
Baby, please remember me once more

Gave you the space so you could breathe
I kept my distance so you would be free
In hope that you'd find the missing piece
To bring you back to me

Why don't you remember?
Don't you remember?
The reason you loved me before
Baby, please remember me once more";12;2011-01-24
126;21;11093;5.0;Set Fire to the Rain;"I let it fall, my heart
And as it fell, you rose to claim it
It was dark, and I was over
Until you kissed my lips and you saved me
My hands, they were strong
But my knees were far too weak
To stand in your arms
Without falling to your feet
But there's a side to you
That I never knew, never knew
All the things you'd say
They were never true, never true
And the games you'd play
You would always win, always win

But I set fire to the rain
Watched it pour as I touched your face
Well, it burned while I cried
'Cause I heard it screamin' out your name
Your name

When I lay with you
I could stay there, close my eyes
Feel you here forever
You and me together, nothing is better

'Cause there's a side to you
That I never knew, never knew
All the things you'd say
They were never true, never true
And the games you'd play
You would always win, always win";12;2011-01-24
127;21;11093;6.0;He Won’t Go;"Some say I'll be better without you
But they don't know you like I do
Or at least the sides I thought I knew
I can't bear this time
It drags on as I lose my mind
Reminded by things I find
Like notes and clothes you left behind
Wake me up, wake me up when all is done
I won't rise until this battle's won
My dignity's become undone
But I won't go
I can't do it on my own
If this ain't love, then what is?
I'm willing to take the risk
I won't go
I can't do it on my own
If this ain't love, then what is?
I'm willing to take the risk

So petrified, I'm so scared to step into this ride
What if I lose my heart and fail the climb?
I won't forgive me if I give up trying
I heard his voice today
I didn't know a single word he said
Not one resemblance to the man I met
Just a vague and broken boy instead

But I won't go
I can't do it on my own
If this ain't love, then what is?
I'm willing to take the risk
I won't go
I can't do it on my own
If this ain't love, then what is?
I, I'm willing to take the risk";12;2011-01-24
128;21;11093;7.0;Take It All;"Didn't I give it all? Tried my best
Gave you everything I had, everything and no less
Didn't I do it right? Did I let you down?
Maybe you got too used to, well, having me around
Still, how can you walk away from all my tears?
It's gonna be an empty road without me right here

But go on and take it (Take it)
Take it all with you
Don't look back (Don't look back)
At this crumbling fool
Just take it all with my love
Take it all with my love
Maybe I should leave to help you see
Nothing gets better than this
And this is everything we need
So is it over? Is this really it?
You're giving up so easily
I thought you loved me more than this

But go on, go on and take it (Take it)
Take it all with you
Don't look back (Don't look back)
At this crumbling fool
Just take it all with my love
Take it all with my love

I will change if I must
Slow it down and bring it home, I will adjust
Oh, if only, if only you knew
That everything I do is for you

But go on, go on and take it (Take it)
Take it all with you
Don't look back (Don't look back)
At this crumbling fool
Just take it (Take it)
Take it all with you
Don't look back (Don't look back)
At this crumbling fool
Just take it all with my love
Take it all with my love
Take it all with my love";12;2011-01-24
129;21;11093;8.0;I’ll Be Waiting;"Hold me closer one more time
Say that you love me in your last goodbye
Please forgive me for my sins
Yes, I swam dirty waters but you pushed me in
I've seen your face under every sky
Over every border and on every line
You know my heart more than I do
We were the greatest, me and you

But we had time against us and miles between us
The heavens cried, I know I left you speechless
But now the sky has cleared and it's blue
And I see my future in you
I'll be waiting for you when you're ready to love me again
I'll put my hands up
I'll do everything different, I'll be better to you
I'll be waiting for you when you're ready to love me again
I'll put my hands up
I'll be somebody different, I'll be better to you

Let me stay here for just one more night
Build your walls around me and pull me to the light
So I can tell you that I was wrong
I was a child then but now I'm willing to learn

But we had time against us and miles between us
The heavens cried, I know I left you speechless
But now the sky has cleared and it's blue
And I see my future in you

I'll be waiting for you when you're ready to love me again
I'll put my hands up
I'll do everything different, I'll be better to you
I'll be waiting for you when you're ready to love me again
I'll put my hands up
I'll be somebody different, I'll be better to you";12;2011-01-24
130;21;11093;9.0;One and Only;"You've been on my mind
I grow fonder every day
Lose myself in time
Just thinking of your face
God only knows
Why it's taken me so long
To let my doubts go
You're the only one that I want

I don't know why I'm scared
I've been here before
Every feeling, every word
I've imagined it all
You'll never know if you never try
To forgive your past and simply be mine
I dare you to let me be your
Your one and only
Promise I'm worthy
To hold in your arms
So come on and give me the chance
To prove I am the one who can
Walk that mile
Until the end starts

Have I been on your mind?
You hang on every word I say
Lose yourself in time
At the mention of my name?
Will I ever know
How it feels to hold you close?
And have you tell me
Whichever road I choose, you'll go

I don't know why I'm scared
'Cause I've been here before
Every feeling, every word
I've imagined it all
You'll never know if you never try
To forgive your past and simply be mine";12;2011-01-24
131;21;11093;10.0;Lovesong;"Whenever I'm alone with you
You make me feel like I am home again
Whenever I'm alone with you
You make me feel like I am whole again

Whenever I'm alone with you
You make me feel like I am young again
Whenever I'm alone with you
You make me feel like I am fun again
However far away, I will always love you
However long I stay, I will always love you
Whatever words I say, I will always love you
I will always love you

Whenever I'm alone with you
You make me feel like I am free again
Whenever I'm alone with you
You make me feel like I am clean again

However far away, I will always love you
However long I stay, I will always love you
Whatever words I say, I will always love you
I will always love you
However far away, I will always love you
However long I stay, I will always love you
Whatever words I say, I will always love you
I'll always love you

I'll always love you
'Cause I love you
Love, love";12;2011-01-24
132;21;11093;11.0;Someone Like You;"I heard that you're settled down
That you found a girl and you're married now
I heard that your dreams came true
Guess she gave you things I didn't give to you
Old friend, why are you so shy?
Ain't like you to hold back or hide from the light

I hate to turn up out of the blue, uninvited
But I couldn't stay away, I couldn't fight it
I had hoped you'd see my face
And that you'd be reminded that for me, it isn't over
Never mind, I'll find someone like you
I wish nothing but the best for you, too
Don't forget me, I beg
I remember you said
Sometimes it lasts in love, but sometimes it hurts instead
Sometimes it lasts in love, but sometimes it hurts instead

You know how the time flies
Only yesterday was the time of our lives
We were born and raised in a summer haze
Bound by the surprise of our glory days

I hate to turn up out of the blue, uninvited
But I couldn't stay away, I couldn't fight it
I had hoped you'd see my face
And that you'd be reminded that for me, it isn't over

Never mind, I'll find someone like you
I wish nothing but the best for you, too
Don't forget me, I beg
I remember you said
Sometimes it lasts in love, but sometimes it hurts instead";12;2011-01-24
133;21;11093;12.0;I Found a Boy;"I thought I told you, he'd be home soon
Couldn't help myself, you're too good to be true
I fall short each time, every time he ain't here
You and your charm creep closer, closer and near
Like a fool for fire, I fall, with my pride and all
Like a bomb before explosion, ticking by your call
You're the wiser one, disguised from greed
And I'm just a child who longs on her knees

But I found a boy who I love more
Than I ever did you before
So stand beside the river I cried
And lay yourself down
Look how you want me now that I don't need you
So you thought that I'd crumble to my knees
At the first sight of you crawling back to me
To whisper, ""Will you leave your man?""
'Cause you swear that this time you can stand by me
I won't stand by you

'Cause I found a boy who I love more
Than I ever did you before
So stand beside the river I cried
And lay yourself down
Look how you want me now that I don't need you

I ain't yours for no taking
You must be mistaken
I could never look into your eyes
And settle for wrong and ignore the right

When I found a boy who loves me more
Than you ever did before
So stand beside the river you cried
And lay yourself down
Look how you want me now, but I don't need you";12;2011-01-24
134;iTunes Live from SoHo;823013;1.0;Crazy for You;"Found myself today singin' out loud your name
You said I'm crazy, if I am, I'm crazy for you
Sometimes sittin' in the dark, wishin' you were here
Turns me crazy, but it's you who makes me lose my head

And every time I'm meant to be acting sensible
You drift into my head and
Turn me into a crumblin' fool
Tell me to run and I'll race
If you want me to stop I'll freeze
And if you want me gone, I'll leave
Just hold me closer, baby
And make me crazy for you
Crazy for you

Lately with this state I'm in, I can't help myself but spin
I wish you'd come over, send me spinning closer to you
My, oh my, how my blood boils, it's sweet taste for you
Strips me down bare and gets me into my favourite mood

I keep on trying, fighting these feelings away
But the more I do
The crazier I turn into

Pacing floors and opening doors
Hoping you'll walk through
And save me, boy
Because I'm too crazy for you
Crazy for you";8;2008-01-28
135;iTunes Live from SoHo;823013;2.0;Right as Rain;"Who wants to be right as rain?
It's better when something is wrong
You get excitement in your bones
And everything you do's a game
When night comes, and you're on your own
You can say, ""I chose to be alone""
Who wants to be right as rain?
It's harder when you're on top
'Cause when hard work don't pay off and I'm tired
There ain't no room in my bed, as far as I'm concerned
So wipe that dirty smile off
We won't be making up, I've cried my heart out
And now I've had enough of love

Who wants to be riding high
When you'll just crumble back on down?
You give up everything you are
And even then, you don't get far
They make believe that everything
Is exactly what it seems
But at least when you're at your worst
You know how to feel things

See, when hard work don't pay off and I'm tired
There ain't no room in my bed, as far as I'm concerned
So wipe that dirty smile off
We won't be making up, I've cried my heart out
And now, I've had enough of (love)

Go ahead and steal my heart to make me cry again
'Cause it will never hurt as much it did then
When we were both right, and no one had blame
But now, I give up on this endless game";8;2008-01-28
136;iTunes Live from SoHo;823013;3.0;Make You Feel My Love;"When the rain is blowing in your face
And the whole world is on your case
I could offer you a warm embrace
To make you feel my love

When the evening shadows and the stars appear
And there is no one there to dry your tears
I could hold you for a million years
To make you feel my love
I know you haven't made your mind up yet
But I will never do you wrong
I've known it from the moment that we met
No doubt in my mind where you belong

I'd go hungry, I'd go black and blue
I'd go crawling down the avenue
Know there's nothing that I wouldn't do
To make you feel my love


The storms are raging on the rollin' sea
And on the highway of regret
The winds of change are blowing wild and free
You ain't seen nothing like me yet

I could make you happy, make your dreams come true
Nothing that I wouldn't do
Go to the ends of the earth for you
To make you feel my love
To make you feel my love";8;2008-01-28
137;iTunes Live from SoHo;823013;4.0;Melt My Heart to Stone;"Right under my feet is air made of bricks
That pulls me down and turns me weak for you
I find myself repeating like a broken tune
And I'm forever excusing your intentions
Then, I give in to my pretendings
Which forgive you each time
Without me knowing
They melt my heart to stone

And I hear your words that I made up
You say my name like there could be an us
I best tidy up my head, I'm the only one in love
I'm the only one in love
Each and every time I turn around to leave
I feel my heart begin to burst and bleed
So, desperately, I try to link it with my head
But instead, I fall back to my knees
As you tear your way right through me
I forgive you once again
Without me knowing
You've burnt my heart to stone

And I hear your words that I made up
You say my name like there could be an us
I best tidy up my head, I'm the only one in love
I'm the only one in love

Why do you steal my hand
Whenever I'm standing my own ground?
You build me up and leave me there

Well, I hear your words you made up
I say your name like there should be an us
I best tidy up my head, I'm the only one
In love, I'm the only one in love";8;2008-01-28
138;iTunes Live from SoHo;823013;5.0;Hometown Glory;"I've been walking in the same way as I did
Missing out the cracks in the pavement
And tutting my heel and strutting my feet
""Is there anything I can do for you dear?""
""Is there anyone I could call?""
""No and thank you, please madame
I ain't lost, just wandering""

'Round my hometown
Memories are fresh
'Round my hometown
Ooh, the people I've met
Are the wonders of my world
Are the wonders of my world
Are the wonders of this world
Are the wonders now
I like it in the city
When the air is so thick and opaque
I love it to see everybody in short skirts, shorts and shades
I like it in the city when two worlds collide
You get the people and the government
Everybody taking different sides

Shows that we ain't gonna stand shit
Shows that we are united
Shows that we ain't gonna take it
Shows that we ain't gonna stand shit
Shows that we are united

'Round my hometown
Memories are fresh
'Round my hometown
Ooh, the people I've met, yeah

Doo-da-da-da-da-da-da-da-dah, yeah
Doo-da-da-da-da-da-da-da-dah, yeah
Doo-doo-doo-doo ooh-ooh yeah
Yeah, yeah-ey
Are the wonders of my world
Are the wonders of my world
Are the wonders of this world
Are the wonders of my world
Of my world
Yeah, of my world
Of my world, yeah";8;2007-10-22
139;iTunes Live from SoHo;823013;6.0;Chasing Pavements;"I've made up my mind
Don't need to think it over
If I'm wrong, I am right
Don't need to look no further
This ain't lust, I know this is love, but
If I tell the world, I'll never say enough
'Cause it was not said to you
And that's exactly what I need to do if I end up with you

Should I give up or should I just keep chasing pavements
Even if it leads nowhere?
Or would it be a waste, even if I knew my place?
Should I leave it there?
Should I give up or should I just keep chasing pavements
Even if it leads nowhere?
I build myself up and fly around in circles
Waiting as my heart drops
And my back begins to tingle
Finally, could this be it, or?

Should I give up or should I just keep chasing pavements
Even if it leads nowhere?
Or would it be a waste, even if I knew my place?
Should I leave it there?
Should I give up or should I just keep chasing pavements
Even if it leads nowhere? Yeah

Should I give up or should I just keep chasing pavements
Even if it leads nowhere?
Or would it be a waste, even if I knew my place?
Should I leave it there?
Should I give up or should I just keep on chasing pavements?
Should I just keep on chasing pavements?
Oh-oh

Should I give up or should I just keep chasing pavements
Even if it leads nowhere?
Or would it be a waste, even if I knew my place?
Should I leave it there?
Should I give up or should I just keep chasing pavements
Even if it leads nowhere?";8;2008-01-14
140;iTunes Live from SoHo;823013;7.0;Fool That I Am;"Fool that I am
For falling in love with you
And a fool that I am, oh
For thinking you loved me too
You took my heart
And then played the part of little coquette
All of my dreams, they just disappeared
Like the smoke from a cigarette, oh
Fool that I am
For hoping you'd understand
And thinking you would listen too, oh
Oh, the things... the things I had planned
But we couldn't see eye to eye
So, darling, darling, darling, this is goodbye
Do I still care? Fool that I am
But I still care, fool that I am";8;2009-02-03
141;iTunes Live from SoHo;823013;8.0;That’s It, I Quit, I’m Movin’ On (Live);"When we used to say goodnight
I'd always kiss and hold you tight
But lately you don't seem to care
You close the door
And leave me standing there
Oh, honey
That's not fair
That's it
I quit
I'm movin' on
The other night we had a date
And you showed up two hours late
And though your hair was all in place
Somebody smeared their lipstick on your face
Oh, they smeared it
Every place
Yeah that's it honey
I quit I'm movin' on
Oooohhhh

You made me want you
You made me leave you
You made me tumble and fall
But if I can't have you the way I want you
I don't want you at all

Baby, I can take a lot
'Cause I love everything you got
Though your kisses fill me
So if you got someone else
I gotta go
Oh, that you know
Yeah that's it honey
I quit I'm movin' on";8;2009-02-03
142;19 (Deluxe Edition);847007;1.0;Daydreamer;"Daydreamer
Sitting on the sea
Soaking up the sun
He is a real lover
Of making up the past
And feeling up his girl
Like he's never felt her figure before

A jaw dropper
Looks good when he walks
Is the subject of their talk
He would be hard to chase
But good to catch
And he could change the world
With his hands behind his back, oh
You can find him sitting on your doorstep
Waiting for a surprise
And he will feel like he's been there for hours
And you can tell that he'll be there for life

Daydreamer
With eyes that make you melt
He lends his coat for shelter
Plus he's there for you
When he shouldn't be
But he stays all the same
Waits for you
Then sees you through

There's no way I could describe him
What I've said is just what I'm hoping for

But I will find him sitting on my doorstep
Waiting for a surprise
And he will feel like he's been there for hours
And I can tell that he'll be there for life
And I can tell that he'll be there for life";22;2008-01-28
143;19 (Deluxe Edition);847007;2.0;Best for Last;"Wait, do you see my heart on my sleeve?
It's been there for days on end
And it's been waitin' for you to open up yours, too
Baby, come on now, I'm trying to tell you just how
I'd like to hear the words roll out of your mouth finally
Say that it's always been me

That's made you feel a way you've never felt before
And I'm all you need and that you never want more
Then you'd say all of the right things without a clue
But you'd save the best for last like I'm the one for you
You should know that you're just a temporary fix
This is not rooted with you, it don't mean that much to me
You're just a filler in the space that happened to be free
How dare you think you'd get away with tryin' to play me, yeah?

Why is it every time I think I've tried my hardest
It turns out it ain't enough?
You're still not mentioning love
What am I supposed to do to make you want me properly?
I'm takin' these chances and getting nowhere
And though I'm trying my hardest, you go back to her
And I think that I know things may never change
I'm still hopin' one day I might hear you say

I make you feel a way you've never felt before
And I'm all you need and that you never want more
Then you'd say all of the right things without a clue
But you'd save the best for last like I'm the one for you

You should know that you're just a temporary fix
This is not rooted with you, it don't mean that much to me
You're just a filler in the space that happened to be free
How dare you think you'd get away with tryin' to play me, yeah?";22;2008-01-28
144;19 (Deluxe Edition);847007;3.0;Chasing Pavements;"I've made up my mind
Don't need to think it over
If I'm wrong, I am right
Don't need to look no further
This ain't lust, I know this is love, but
If I tell the world, I'll never say enough
'Cause it was not said to you
And that's exactly what I need to do if I end up with you

Should I give up or should I just keep chasing pavements
Even if it leads nowhere?
Or would it be a waste, even if I knew my place?
Should I leave it there?
Should I give up or should I just keep chasing pavements
Even if it leads nowhere?
I build myself up and fly around in circles
Waiting as my heart drops
And my back begins to tingle
Finally, could this be it, or?

Should I give up or should I just keep chasing pavements
Even if it leads nowhere?
Or would it be a waste, even if I knew my place?
Should I leave it there?
Should I give up or should I just keep chasing pavements
Even if it leads nowhere? Yeah

Should I give up or should I just keep chasing pavements
Even if it leads nowhere?
Or would it be a waste, even if I knew my place?
Should I leave it there?
Should I give up or should I just keep on chasing pavements?
Should I just keep on chasing pavements?
Oh-oh

Should I give up or should I just keep chasing pavements
Even if it leads nowhere?
Or would it be a waste, even if I knew my place?
Should I leave it there?
Should I give up or should I just keep chasing pavements
Even if it leads nowhere?";22;2008-01-14
