;album_id;album;musicas_album;num_album;nome;data;artistas;popularidade;letra_explicita;duracao_ms;volume;bpm;energia;dancabilidade;vivacidade;fala;acustica;instrumentalidade;valencia;chave;modo;assinatura_tempo
179;6IzjWuPwNxiRXCDtWGmqmJ;Cold Shoulder;4;2;Cold Shoulder - Basement Jaxx Classic Remix;2008-06-20;Adele/Basement Jaxx;0;False;301493;-6.476;124.989;0.774;0.749;0.125;0.0368;0.000209;0.343;0.342;7;1;4
180;6IzjWuPwNxiRXCDtWGmqmJ;Cold Shoulder;4;3;Cold Shoulder - Basement Jaxx DUBB;2008-06-20;Adele/Basement Jaxx;0;False;410840;-7.829;124.99;0.698;0.74;0.0762;0.0456;0.000107;0.925;0.415;7;1;4
181;6IzjWuPwNxiRXCDtWGmqmJ;Cold Shoulder;4;4;Cold Shoulder - Rusko Remix;2008-06-20;Adele/Rusko;0;False;247093;-5.857;140.078;0.92;0.61;0.279;0.0645;0.000143;0.78;0.548;1;1;4
182;4JjVwFhBHZTMJTSAIACvn4;Cold Shoulder;4;1;Cold Shoulder;2008-04-21;Adele;30;False;191866;-5.344;109.955;0.82;0.65;0.133;0.047;0.00217;0.0;0.35;0;1;4
183;4JjVwFhBHZTMJTSAIACvn4;Cold Shoulder;4;2;Cold Shoulder - Basement Jaxx Classic Remix;2008-04-21;Adele/Basement Jaxx;30;False;301493;-6.476;124.989;0.774;0.749;0.125;0.0368;0.000209;0.343;0.342;7;1;4
184;4JjVwFhBHZTMJTSAIACvn4;Cold Shoulder;4;3;Cold Shoulder - Basement Jaxx DUBB;2008-04-21;Adele/Basement Jaxx;29;False;410840;-7.829;124.99;0.698;0.74;0.0762;0.0456;0.000107;0.925;0.415;7;1;4
185;4JjVwFhBHZTMJTSAIACvn4;Cold Shoulder;4;4;Cold Shoulder - Rusko Remix;2008-04-21;Adele/Rusko;28;False;247093;-5.857;140.078;0.92;0.61;0.279;0.0645;0.000143;0.78;0.548;1;1;4
186;42fnBV1XxKqarb6upxiTDT;Cold Shoulder;1;1;Cold Shoulder;2008-04-21;Adele;0;False;191866;-5.344;109.955;0.82;0.65;0.133;0.047;0.00217;0.0;0.35;0;1;4
187;4YMrTIN63eXAKvA3ITiKyb;Cold Shoulder;4;1;Cold Shoulder;2008-04-20;Adele;27;False;191866;-5.344;109.955;0.82;0.65;0.133;0.047;0.00217;0.0;0.35;0;1;4
188;4YMrTIN63eXAKvA3ITiKyb;Cold Shoulder;4;2;Cold Shoulder - Basement Jaxx Classic Remix;2008-04-20;Adele/Basement Jaxx;28;False;301493;-6.476;124.989;0.774;0.749;0.125;0.0368;0.000209;0.343;0.342;7;1;4
189;4YMrTIN63eXAKvA3ITiKyb;Cold Shoulder;4;3;Cold Shoulder - Basement Jaxx DUBB;2008-04-20;Adele/Basement Jaxx;26;False;410840;-7.829;124.99;0.698;0.74;0.0762;0.0456;0.000107;0.925;0.415;7;1;4
190;4YMrTIN63eXAKvA3ITiKyb;Cold Shoulder;4;4;Cold Shoulder - Rusko Remix;2008-04-20;Adele/Rusko;26;False;247093;-5.857;140.078;0.92;0.61;0.279;0.0645;0.000143;0.78;0.548;1;1;4
191;5Kclo2Kmw2v94UqKwZam8F;Chasing Pavements;1;1;Chasing Pavements;2008-01-21;Adele;39;False;210506;-6.092;80.03;0.47;0.616;0.111;0.0253;0.291;0.0;0.325;5;0;4
192;5RlOR9azLrWaP5Djou8Zyw;Chasing Pavements;1;1;Chasing Pavements;2008-01-20;Adele;39;False;210506;-6.092;80.03;0.47;0.616;0.111;0.0253;0.291;0.0;0.325;5;0;4
